"num_aep","edificios","municipio","regi_n","direcci_n_f_sica","latitud","longitud","location"
"3680","CUARTEL DE LA POLICÍA","TOA BAJA","BAYAMÓN","BO. PUEBLO, CALLE LUIS MUÑOZ RIVERA, TOA BAJA, P.R.","18.4400551604","-66.2535216213","(18.440055, -66.253522)"
"8424","ESCUELA LEONCIO MELÉNDEZ","LAS PIEDRAS","HUMACAO","Desvio Sur Aníbal García Peña Bo. Sabana, Las Piedras, PR","18.1771099815","-65.8674819198","(18.17711, -65.867482)"
"4170","TRIBUNAL DISTRITO","CAYEY","CAGUAS","AVE. ANTONIO R. BARCELÓ, CAYEY, PR (PO BOX 373457)","18.1160223572","-66.1603198119","(18.116022, -66.16032)"
"8863","ESCUELA EMBALSE SAN JOSÉ","SAN JUAN","CAROLINA","Calle Urdiales Esq. Flandes El Embalse San José  Río Piedras, P.R. 00923","18.4216358187","-66.0349007815","(18.421636, -66.034901)"
"3390","CUARTEL DE LA POLICÍA","LAJAS","MAYAGUEZ","CALLE FERROCARRIL, LAJAS, P.R.","18.0497604296","-67.057842921","(18.04976, -67.057843)"
"8071","ESCUELA   VILLA LOS SANTOS  ","  ARECIBO  ","  ARECIBO  ","  CARR. 653, VILLA LOS SANTOS, (AL LADO DE LA COOPERATIVA DR. MANUEL ZENO GANDÍA Y FRENTE A LA UPRA), ARECIBO, PR 00612  ","18.4657223088","-66.7434018791","(18.465722, -66.743402)"
"8662","ESCUELA URBANA DE SANTA ISABEL","SANTA ISABEL","GUAYAMA","Carr. Hacia la playa frente al parque de pelota, Santa Isabel, PR 00757","17.9599786543","-66.4052411099","(17.959979, -66.405241)"
"3620","CUARTEL DE LA POLICÍA","SAN GERMÁN","MAYAGUEZ","CARR. #2 BO. RETIRO, SAN GERMÁN, P.R.","18.0811016717","-67.0351229706","(18.081102, -67.035123)"
"8650","ESCUELA AURORA MENDEZ CHARNECO - JULIO CANCEL","SAN SEBASTIÁN","AGUADILLA","Calle Pedro Albizu Campos, San Sebastían, P.R.","18.3346955442","-66.9852875846","(18.334696, -66.985288)"
"8689","ESCUELA COVADONGA","TOA BAJA","BAYAMÓN","Calle #14 3A #7 Urb. Covadonga Toa Baja, P.R. ","18.4001900279","-66.200135462","(18.40019, -66.200135)"
"8256","ESCUELA RIO LAJAS","DORADO","BAYAMON","Carr. 165 Km. 12.2, Bo. Río Lajas, Dorado, P. R.","18.3962058614","-66.2592843698","(18.396206, -66.259284)"
"8931","ESCUELA JOSÉ MERCADO","CAGUAS","CAGUAS","Urb. José Mercado, Calle Woodrow Wilson, Caguas, PR  00726","18.218955976","-66.0160956861","(18.218956, -66.016096)"
"8782","ESCUELA VILLA GUTIERREZ","TOA BAJA","BAYAMÓN","Carr. 865 Bo. Candelaria Arenas Toa Baja, P. R.","18.4162889182","-66.2105338381","(18.416289, -66.210534)"
"8994","ESCUELA   BELLAS ARTES  ","  ARECIBO  ","  ARECIBO  ","Calle 2 Urb. Los Llanos, Bo. Santana, Arecibo","18.4419442033","-66.6711359026","(18.441944, -66.671136)"
"8138","ESCUELA MARIOLGA","CAGUAS","CAGUAS","Calle San Antonio 6, Esq. 9, Urb. Mariolga, Apartado 5838, Caguas, P.R.  00726","18.216347333","-66.0363996682","(18.216347, -66.0364)"
"8415","ESCUELA EUGENIO MARÍA DE HOSTOS ","LAS MARÍAS","MAYAGUEZ","Carr. 120 Km. 33.6 Bo. Maravillas Sur, Las Marías, P.R.","18.2465496261","-66.997462289","(18.24655, -66.997462)"
"8599","ESCUELA RÍO GRANDE ESTATES","RÍO GRANDE","CAROLINA","Calle 7 Esq. Calle 9-A, Urb. Río Grande Estates, Río Grande, P.R.","18.3820261467","-65.7958311219","(18.382026, -65.795831)"
"3040","CUARTEL DE LA POLICÍA","AGUAS BUENAS","CAGUAS","CALLE SARGENTO RAMON L. REYES ROSA, FINAL, AGUAS BUENAS, PR","18.257620082","-66.1069486399","(18.25762, -66.106949)"
"8341","ESCUELA CARLOS RIVERA UFRET","HUMACAO","HUMACAO","Ave. Roosevelt Núm. 80, Humacao, PR","18.1536429921","-65.8304740589","(18.153643, -65.830474)"
"8023","ESCUELA DR. CARLOS GONZÁLEZ","AGUADA","AGUADILLA","CARR. 411, KM 0.9, BO. GUANIQUILLA, AGUADA, PR 00602","18.3834866689","-67.1913483328","(18.383487, -67.191348)"
"8526","ESCUELA VOCACIONAL NARANJITO","NARANJITO","BAYAMÓN","Carr. 164 Km. 4.3 Bo. Nuevo Naranjito, P.R.","18.2992386118","-66.2369623235","(18.299239, -66.236962)"
"8593","ESCUELA MALPICA","RÍO GRANDE","CAROLINA","Sector Malpica, Bo. Ciénaga Baja, Río Grande, P.R.","18.3586142257","-65.8701920869","(18.358614, -65.870192)"
"3110","COMANDANCIA DE LA POLICÍA","BAYAMÓN","BAYAMÓN","EXPRESO RÍO HONDO, BO. JUAN SÁNCHEZ, BAYAMÓN, P.R.","18.4153666649","-66.1475682995","(18.415367, -66.147568)"
"8403","ESCUELA ANGELITA DELGADO SELLA","LARES","AGUADILLA","Carr. 129 Km. 13.5, Bo. Buenos Aires, Lares, P. R.  00669","18.2697583354","-66.8526766645","(18.269758, -66.852677)"
"3073","DEPOSITO DE VEHICULOS HURTADOS","ARECIBO    ","ARECIBO","CARR. #22 SECTOR EL TANQUE BO. SAN FRANCISCO, ARECIBO, P.R.","18.4578127289","-66.7313253527","(18.457813, -66.731325)"
"8926","ESCUELA JOSÉ M. TORRES   ","BAYAMÓN","BAYAMÓN","Carr. 167  Ramal 812 Km. 3.3  Bo. Dajaos, Bayamón, P.R.","18.3005831614","-66.1866904503","(18.300583, -66.18669)"
"8215","ESCUELA URBANA COAMO","COAMO","GUAYAMA","Calle 19 Urb. Jardines de Coamo, Carr. 150 Km. 17.5, Coamo, P. R. 00769       ","18.076017579","-66.3741890508","(18.076018, -66.374189)"
"8712","ESCUELA BREÑAS","VEGA ALTA","ARECIBO","Carr. 693  Bo. Breñas, Vega Alta","18.4657321238","-66.3353154799","(18.465732, -66.335315)"
"8702","ESCUELA SALTO ARRIBA","UTUADO","ARECIBO","Carr. 10 Km. 51.6   Bo. Salta Arriba, Utuado","18.2480078885","-66.7208384807","(18.248008, -66.720838)"
"4370","TRIBUNAL DISTRITO","JUANA DÍAZ","PONCE","URB. ESPERANZA, JUANA DÍAZ, P.R.","18.0476860174","-66.5064605655","(18.047686, -66.506461)"
"3344","NUEVA COMANDANCIA DE HUMACAO","HUMACAO","HUMACAO","CALLE TOMAS BOILE #50, AL LADO DE LA UPR DE HUMACAO, P.R.","18.1483300357","-65.8409323247","(18.14833, -65.840932)"
"8021","ESCUELA JUAN B. SOTO","AGUADA","AGUADILLA","CARR. 411, KM 5.6 INT., BO ATALAYA, AGUADA, PR 00602","18.3412793304","-67.1944582654","(18.341279, -67.194458)"
"2080","CENTRO GUBERNAMENTAL","ARROYO","GUAYAMA","CALLE MARCELINO CARRETERA 178, KM. 1.8, ARROYO, P.R.","17.96541","-66.0641099987","(17.96541, -66.06411)"
"3290","CUARTEL DE LA POLICÍA","GUAYANILLA","PONCE","CALLE MUÑOZ RIVERA, GUAYANILA, P.R.","18.0159223292","-66.7892254632","(18.015922, -66.789225)"
"8172","ESCUELA HENRY BARRACKS","CAYEY","CAGUAS","Ave. Antonio Barceló, Frente Cuc, Cayey, P.R.  00737","18.1175220024","-66.1565990005","(18.117522, -66.156599)"
"8454","ESCUELA   VILLA EVANGELINA  ","  MANATÍ  ","  ARECIBO  ","Carr. 670 Km. 1.2   (frente Urb. O'neil), Manatí                                                                           ","18.423940016","-66.4811480775","(18.42394, -66.481148)"
"3884","CUARTEL POLICÍA DE HATO REY OESTE","SAN JUAN","CAROLINA","INT. AVE. ELEONOR ROOSEVELT & CALLE BARIDA #215, SAN JUAN, P.R.","18.4200997513","-66.0615038942","(18.4201, -66.061504)"
"8743","ESCUELA HATILLO DE VILLALBA","VILLALBA","PONCE","Carr. 150 Km. 3.6, HC 01 Box 5690 Bo. Hatillo, Villalba, PR 00766-9712","18.1115185277","-66.4861171338","(18.111519, -66.486117)"
"8946","ESCUELA VILLA CAROLINA","CAROLINA","CAROLINA","Ave. Campo Rico, Marginal 6ta. Sección, Urb. Villa Carolina, Carolina, P.R.","18.4195914637","-65.9598562135","(18.419591, -65.959856)"
"8642","ESCUELA SECUNDARIA BO. ESPINO","SAN LORENZO","CAGUAS","Carr. 181 Km. 12 , Bo. Espino, San Lorenzo, P.R.  00754","18.1204199995","-65.9899933353","(18.12042, -65.989993)"
"8524","ESCUELA GUADIANA CHINEA","NARANJITO","BAYAMÓN","Carr. 826  Com. Lago la Plata, Bo. Guadiana Chinea, Naranjito, P.R.  00719","18.3223488706","-66.2255516956","(18.322349, -66.225552)"
"3281","DIVISIÓN VEHÍCULOS HURTADOS ","GUAYAMA","GUAYAMA","CARR. #3 K,. 69, BO. VILLODAS, GUAYAMA, P.R.","17.9652043621","-66.1873393049","(17.965204, -66.187339)"
"8485","ESCUELA LUIS MUÑOZ RIVERA","MAYAGÜEZ","MAYAGUEZ","Calle Antonio Cruz Núñez, Mayagüez, P.R.","18.194469698","-67.1341274978","(18.19447, -67.134127)"
"8950","ESCUELA METRÓPOLIS","CAROLINA","CAROLINA","Calle 1 Urb. Metrópolis, Carolina, P.R.","18.3695946924","-65.9855213511","(18.369595, -65.985521)"
"8973","ESCUELA URB PEDRO J. SERRALLÉS","PONCE ","PONCE","Calle Jobos Final, Bo. Coto Laurel, Ponce, PR 00780","18.0509228388","-66.5482269487","(18.050923, -66.548227)"
"8711","ESCUELA URBANA","VEGA ALTA","ARECIBO","Calle B, Urb. Las Colinas, Apartado 1447, Vega Alta, P.R. 00962","18.4105561738","-66.3260728351","(18.410556, -66.326073)"
"3060","CUARTEL DE LA POLICÍA","AÑASCO","MAYAGUEZ","CARR. #109, Km. 2.7 AÑASCO, P.R.","18.2808947615","-67.1441009977","(18.280895, -67.144101)"
"4030","CENTRO JUDICIAL","AGUADILLA","ADMINISTRADOR","CALLE PROGRESO NÚM. 10, AGUADILLA, P.R.","18.4251191849","-67.1545290047","(18.425119, -67.154529)"
"8763","ESCUELA ABIGAIL ORTIZ DE LUCENA","YAUCO","PONCE","1000 Ave. Luis Muñoz Marín, Yauco, P. R.","18.03052199","-66.8680873284","(18.030522, -66.868087)"
"8221","ESCUELA NUEVA BORDONES","COMERÍO","BAYAMÓN","Carr. 156 Bo. Río Hondo Urb. Sabana del Palmar Comerío, P.r. 00782","18.2111310736","-66.2363240618","(18.211131, -66.236324)"
"8451","ESCUELA   JOSÉ SEVERO QUIÑONES    ","  MANATÍ  ","  ARECIBO  ","Carr. 670 Esq. Callejón San Ciriaco, Manatí","18.425890135","-66.4922441521","(18.42589, -66.492244)"
"3520","CUARTEL DE LA POLICÍA","NARANJITO","BAYAMÓN","BO. ACHIOTE, NARANJITO, P.R.","18.302032393","-66.2507351506","(18.302032, -66.250735)"
"8681","ESCUELA SUP. TOA BAJA","TOA BAJA","BAYAMÓN","Calle Luis Muñoz Rivera  Final, Toa Baja, P.R.","18.4390086645","-66.2539088942","(18.439009, -66.253909)"
"8532","ESCUELA   NÉLIDA MELÉNDEZ MELÉNDEZ  ","  OROCOVIS  ","  ARECIBO  ","P. Bo. Box 1605 Orocovis, P. R.  00720  Ave. Luis Marín Carr. 155 Orocovis","18.2293978239","-66.3923246205","(18.229398, -66.392325)"
"8313","ESCUELA CONCHITA CUEVAS","GURABO","CAGUAS","Carr. 30, Int. 189, Ramal 944, Gurabo, PR  00778","18.2516906684","-65.9747683337","(18.251691, -65.974768)"
"8114","ESCUELA URB. REXVILLE","BAYAMÓN","BAYAMÓN","CALLE BAEZA NÚM. 14, URB. REXVILLE, BAYAMÓN, PR","18.3691431074","-66.193029166","(18.369143, -66.193029)"
"8423","ESCUELA APRIL GARDENS","LAS PIEDRAS","HUMACAO","Salida Las Piedras a San Lorenzo Carr. 30 Km. 22.4, Las Piedras, PR","18.1719252065","-65.8741121071","(18.171925, -65.874112)"
"8934","ESCUELA BRISAS DEL TURABO","CAGUAS","CAGUAS","Calle Monseñor Berríos, Res. Brisas del Turabo, Caguas, P.R.  00726","18.2271436657","-66.0307953301","(18.227144, -66.030795)"
"8573","ESCUELA MANUEL RAMOS HERNÁNDEZ","QUEBRADILLAS","AGUADILLA","Bo. Terranova, Carr. 2 Km. 100.0, Quebradillas, P. R.","18.4776770709","-66.9361837093","(18.477677, -66.936184)"
"8301","ESCUELA RAFAEL MARTÍNEZ NADAL","GUAYNABO","BAYAMÓN","CalleRamón Murga, Guaynabo, P.R.00921","18.3557595234","-66.1092749772","(18.35576, -66.109275)"
"3633","ESTACIÓN POLICÍA CALLE LOÍZA","SAN JUAN","CAROLINA","CALLE LOÍZA, SAN JUAN, P.R.","18.4495601525","-66.0392225142","(18.44956, -66.039223)"
"8614","ESCUELA TÉCNICO DEPORTIVO ALBERGUE OLÍMPICO","SALINAS","GUAYAMA","Carr. 712 (Al lado del Albergue Olímpico), Salinas, PR 00751","18.0315556981","-66.2311246842","(18.031556, -66.231125)"
"8718","ESCUELA ILEANA DE GRACÍA","VEGA ALTA","ARECIBO","Carr. 2  Km. 31. 8, Sector Bajuras, (al lado CDT), Vega Alta","18.4199412519","-66.3350559006","(18.419941, -66.335056)"
"8092","ESCUELA   URBANA  ","  BARCELONETA  ","  ARECIBO  ","Carr. 140 Km. 66.7 Bo. Llanadas, Barceloneta","18.4453800004","-66.5569816681","(18.44538, -66.556982)"
"8426","ESCUELA JOSÉ D. ZAYAS","LAS PIEDRAS","HUMACAO","Bo. Montones 4 Carr. 917 Km. 9 H 6 al Final, Las Piedras, PR","18.1364675109","-65.920351351","(18.136468, -65.920351)"
"8026","ESCUELA LYDIA MELÉNDEZ","AGUADA","AGUADILLA","CARR. 115, KM 23.9, BO ASOMANTE, AGUADA, P.R. 00602","18.3832203303","-67.1834838246","(18.38322, -67.183484)"
"8435","ESCUELA JARDS. DE PALMAREJO","CANÓVANAS","CAROLINA","Calle 10 Jardines de Palmarejo, Bo. San Isidro, Canóvanas, P.R.","18.3893105681","-65.8803927402","(18.389311, -65.880393)"
"8212","ESCUELA URB. DE COAMO BO. LLANOS","COAMO","GUAYAMA","Postal:  Box 358, Coamo, PR   00769 / Física:  Ave. Luis Muñoz Marín NúM. 1, Coamo, P.R. 00769","18.0734236054","-66.3679159107","(18.073424, -66.367916)"
"3440","CUARTEL DE LA POLICÍA","LUQUILLO","CAROLINA","CALLE 14 DE JULIO, LUQUILLO, P.R.","18.375538976","-65.7167394281","(18.375539, -65.716739)"
"8703","ESCUELA CAGUANA","UTUADO","ARECIBO","Carr. 111 Ramal 621  Km. 9.8 Entrada Cayuco Bo. Caguana,  Utuado                                                               ","18.2831331311","-66.7517369239","(18.283133, -66.751737)"
"4560","CENTRO JUDICIAL","PONCE","ADMINISTRADOR","AVE. SANTIAGO DE LOS CABALLEROS FRENTE A LA UNIVERSIDAD DE PR, PONCE, P.R.","17.9921530265","-66.6045100012","(17.992153, -66.60451)"
"8123","ESCUELA MONSERRATE LEÓN DE IRIZARRY","CABO ROJO ","MAYAGUEZ","Carretera 101 Km 0.2, Poblado Boquerón, Cabo Rojo, P.R.","18.0276600038","-67.1639585693","(18.02766, -67.163959)"
"8504","ESCUELA   URBANA MOROVIS  ","  MOROVIS  ","  ARECIBO  ","Carr. 159 KM. 0.1. (salida hacia Corozal), Morovis","18.3259347674","-66.4014619312","(18.325935, -66.401462)"
"4750","TRIBUNAL DISTRITO","YABUCOA","HUMACAO","CALLE CATALINA MORALES NUM. 9, YABUCOA, P.R.","18.0467709264","-65.879681235","(18.046771, -65.879681)"
"8041","ESCUELA URBANA NUEVA JOSEFA PASTRANA","AGUAS BUENAS","CAGUAS","Carr. PR 156, KM 52.5, Bo. Caguitas, Aguas Buenas","18.2563263336","-66.0912159999","(18.256326, -66.091216)"
"2660","CENTRO GUBERNAMENTAL","SANTA ISABEL","GUAYAMA","CALLE CELIS AGUILERA, SANTA ISABEL, P.R.","17.9609999988","-66.4054300012","(17.961, -66.40543)"
"8375","ESCUELA AGUILITA","JUANA DÍAZ","PONCE","Calle 30 Parcelas Aguilita PO BOX 1412, Juana Díaz, P.R. 00795","18.0309426677","-66.5373350005","(18.030943, -66.537335)"
"8914","ESCUELA EL CORTIJO ROYAL TOWN ","BAYAMÓN","BAYAMÓN","Calle 3 Final, Urb. Royal Town, Bayamón, P.R.","18.3625856275","-66.1717387644","(18.362586, -66.171739)"
"8721","ESCUELA JARDINES DE VEGA BAJA","VEGA BAJA","ARECIBO  ","Calle T. Esq. Calle R, Urb. Jardines de Vega Baja, Vega Baja","18.4480790343","-66.4077717955","(18.448079, -66.407772)"
"8776","ESCUELA   DRA. MARÍA CADILLA DE MARTÍNEZ  ","  ARECIBO  ","  ARECIBO  ","Carr. 129 frente Urb. Villa Toledo, Arecibo, P.R.","18.4408238272","-66.7578622349","(18.440824, -66.757862)"
"8501","ESCUELA   MOROVIS  ","  MOROVIS  ","  ARECIBO  ","  CARR. 159, 0.1, PUEBLO, (SALIDA HACIA COROZAL), MOROVIS  ","18.3356460005","-66.4305560023","(18.335646, -66.430556)"
"8145","ESCUELA SANTIAGO R. PALMER","CAMUY","AGUADILLA","CARR. 486, KM 1.5, BO. QUEBRADAS, CAMUY, PR 00626 ","18.367881177","-66.8338627233","(18.367881, -66.833863)"
"8831","ESCUELA URBANA LOÍZA","LOÍZA","CAROLINA","Carr. 180 Km. 7 Hm. 2, Loíza, P.R.","18.4262645964","-65.880952914","(18.426265, -65.880953)"
"8072","ESCUELA   VILLA SERENA  ","  ARECIBO  ","  ARECIBO  ","  CALLE ORQUÍDEA 2 T8, URB. VILLA SERENA, ARECIBO, PR 00612  ","18.4582028264","-66.7390785475","(18.458203, -66.739079)"
"8783","ESCUELA BO. PAJAROS","TOA BAJA","BAYAMÓN","Carr. 863, KM 0.9, Bo. Pájaros (Frente Sup. Econo), Toa Baja, P. R.","18.3989812497","-66.2087810934","(18.398981, -66.208781)"
"3120","CUARTEL DE LA POLICÍA","CABO ROJO","MAYAGUEZ","CARR. #308, KM. 3.6, SECTOR PUERTO REAL CABO ROJO, P.R.","18.0898660732","-67.1460922631","(18.089866, -67.146092)"
"8197","ESCUELA   URBANA   ","  CIALES  ","  ARECIBO  ","Carr. 146 Km. 27.8, Bo. Cordilleras, Ciales","18.3406789728","-66.4735348247","(18.340679, -66.473535)"
"8935","ESCUELA BAIROA III","CAGUAS","CAGUAS","Ave. Astro , Esq. Calle 11, Residencial Bairoa, Caguas, PR  00725","18.2544324277","-66.0418175151","(18.254432, -66.041818)"
"3634","ESTACIÓN POLICÍA SAN JUAN-SANTURCE","SAN JUAN","CAROLINA","AVENIDA MUÑOZ RIVERA, ESQUINA CALLE CERRA, SAN JUAN, P.R.","18.4484441043","-66.081716022","(18.448444, -66.081716)"
"8238","ESCUELA CEIBA SUR","CIDRA","CAGUAS","Carr. PR 782 Km 6.2, Bo. Ceiba Sur, Cidra, P.R.","18.2132933331","-66.1656946645","(18.213293, -66.165695)"
"8145","ESCUELA SANTIAGO R. PALMER","CAMUY","AGUADILLA","CARR. 486, KM 1.5, BO. QUEBRADAS, CAMUY, PR 00626 ","18.3672824698","-66.8339254662","(18.367282, -66.833925)"
"8252","ESCUELA DORADO","DORADO","BAYAMÓN","Calle Norte 200, Dorado,  P.R.","18.4625565417","-66.2669748005","(18.462557, -66.266975)"
"4300","TRIBUNAL","GUAYNABO","ADMINISTRADOR&FA","CARRETETRA NÚM. 20 CALLE PARQUE DE LOS NIÑOS, GUAYNABO, P.R.","18.3617077515","-66.11169955","(18.361708, -66.1117)"
"8635","ESCUELA LAS CASAS","SAN JUAN","CAROLINA","Ave. Eduardo Conde Final  Res. Las Margaritas  Santurce, P.R.","18.4327819704","-66.0401872312","(18.432782, -66.040187)"
"3140","CUARTEL DE LA POLICÍA","CAMUY","AGUADILLA","CARR. #485, KM. 0.2, CAMUY, P.R.","18.4868652461","-66.847779","(18.486865, -66.847779)"
"8131","ESCUELA BAIROA I","CAGUAS","CAGUAS","CALLE 7, RESIDENCIAL BAIROA, CAGUAS, PR 00726-4956","18.2572598472","-66.0405534628","(18.25726, -66.040553)"
"2550","CENTRO GUBERNAMENTAL","PEÑUELAS","PONCE","CALLE PEDRO VÁZQUEZ DÍAZ, PEÑUELAS, P.R.","18.0551100013","-66.7254899986","(18.05511, -66.72549)"
"8103","ESCUELA FARALLÓN","BARRANQUITAS","BAYAMÓN","CARR. 152, KM 7.5, BO. QUEBRADILLAS INTERIOR, BARRANQUITAS, PR 00794","18.2379774385","-66.2933889744","(18.237977, -66.293389)"
"8097","ESCUELA VIRGILIO DÁVILA","BAYAMÓN","BAYAMÓN","CARR. 864, BO. HATO TEJAS (FRENTE AL PARQUE DE PELOTA), BAYAMON, PR","18.4047146309","-66.1835450028","(18.404715, -66.183545)"
"8525","ESCUELA BO. ANONES","NARANJITO","BAYAMÓN","PR 814, INT. 814, Km. 3.5, Sector La Sierra, Bo. Anónes, Naranjito, PR  00719","18.280891263","-66.2454319325","(18.280891, -66.245432)"
"8011","ESCUELA URB. DE ADJUNTAS","ADJUNTAS","PONCE","Postal:  Box 1029, Adjuntas, PR 00601 / Calle Rodulfo González #16, Adjuntas, P.R. 00601","18.1673509801","-66.7251597239","(18.167351, -66.72516)"
"8146","ESCUELA LUIS F. CRESPO","CAMUY","AGUADILLA","CARR. ESTATAL 486, KM 0.6, BO. PUENTE, CAMUY, PR 00627","18.4652967479","-66.852258804","(18.465297, -66.852259)"
"4610","TRIBUNAL DISTRITO","SALINAS","GUAYAMA","CALLE MIGUEL TEN FINAL, SALINAS, P.R.","17.9748068064","-66.2985562832","(17.974807, -66.298556)"
"8425","ESCUELA URBANA (NUEVA)","LAS PIEDRAS","HUMACAO","Carr. 198 Salida hacia Humacao, Las Piedras, PR","18.1779346879","-65.8599402478","(18.177935, -65.85994)"
"8843","ESCUELA   URBANA  ","  FLORIDA  ","  ARECIBO  ","Calle Antonio Alcazar 54, Carr. PR 642 Km. 12.3, Florida                                                                                                                       ","18.3641012603","-66.5715086331","(18.364101, -66.571509)"
"8572","ESCUELA DR. PEDRO ALBIZU CAMPOS","QUEBRADILLAS","AGUADILLA","Calle Linares, Carr. 113, Km. 10, Quebradillas, P. R. ","18.4684665441","-66.9391069555","(18.468467, -66.939107)"
"8487","ESCUELA RÍO CAÑAS ABAJO","MAYAGÜEZ","MAYAGUEZ","Carr. 351 Km. 2.5 Int. 362, Bo. Río Cañas, Mayagüez, P.R.","18.2285202015","-67.0928257571","(18.22852, -67.092826)"
"8417","ESCUELA LUIS SANTALIZ CAPESTANY","LAS MARÍAS ","MAYAGUEZ","Carr. 120 Km. 0.2 Bo.Maravillas Sur, Las Marías, P.R.","18.2494032285","-66.9905030466","(18.249403, -66.990503)"
"2560","CENTRO GUBERNAMENTAL","PONCE","PONCE","AVE. LAS AMÉRICAS, 2240, PONCE, P.R.","18.0026534545","-66.6117118579","(18.002653, -66.611712)"
"4720","TRIBUNAL DISTRITO","VEGA BAJA","ARECIBO","CARRETERA NÚM. 2 KM. 38.3 INT. CARRETERA CABO CARIBE (HACIA LA PLAYA) AL LADO DEL CENTRO GUBERNAMENTAL, VEGA BAJA, P.R.","18.4468298834","-66.3865704953","(18.44683, -66.38657)"
"8768","ESCUELA URBANA","YAUCO","PONCE","Carr. 128 Km. 1.6, Yauco, P.R.","18.0366215751","-66.8611163256","(18.036622, -66.861116)"
"8512","ESCUELA FERMIN DELGADO","NAGUABO","HUMACAO","Carr. #91, Int. carr. 976, Bo. Peña Pobre, Naguabo PR","18.237344231","-65.8154700154","(18.237344, -65.81547)"
"8704","ESCUELA ANGELES","UTUADO","ARECIBO","Carr. 111, KM. 16.6 Bo. Angeles, Utuado","18.2926668602","-66.8036149735","(18.292667, -66.803615)"
"8634","ESCUELA BERWIND","SAN JUAN","CAROLINA","Calle G Res. Jardines de Berwind, Río Piedras, P.R.","18.4007793886","-66.0128718422","(18.400779, -66.012872)"
"8985","ESCUELA HACIENDA DE CARRAÍZO","TRUJILLO ALTO","CAROLINA","Carr. 843 Km. 3 .8, Bo. Carraízo, Trujillo Alto, P.R.","18.3321136039","-66.0284221446","(18.332114, -66.028422)"
"3632","ESTACIÓN POLICÍA PUERTO NUEVO","SAN JUAN","CAROLINA","AVENIDA SAN PATRICIO, INTERSECCIÓN CALLE #30 URB. VILLA LAS LOMAS, SAN JUAN, P.R.","18.3950011663","-66.0919701796","(18.395001, -66.09197)"
"8495","ESCUELA LUIS A. COLÓN (TIENE ANEXO CONOCIDO COMO ADOLFO BABILONIA QUIÑONES)","MOCA","AGUADILLA","Calle Blanca E. Chico 232, Moca, P. R.  00676","18.3954600636","-67.112012141","(18.39546, -67.112012)"
"8706","ESCUELA SALTO ABAJO","UTUADO","ARECIBO","Antigua Carr. 10 Km. 56.3, Bo. Salto Abajo, Utuado","18.2756051649","-66.7113933017","(18.275605, -66.711393)"
"8493","ESCUELA JUAN DE DIOS QUIÑONES","MOCA","AGUADILLA","Carr. 125 Km. 0.0, Int. 434, Moca, P. R.  00676","18.3788270414","-67.079111531","(18.378827, -67.079112)"
"3564","ESTACIÓN POLICÍA EL TUQUE","PONCE","PONCE","OESTE CALLE #29, ENTRANDO POR LA URB. INDUSTRIAL PUNTO ORO, PONCE, P.R.","17.9908824541","-66.6467068278","(17.990882, -66.646707)"
"8085","ESCUELA JARDINES DE ARROYO","ARROYO","GUAYAMA","Calle A Jardines de Arroyo, Arroyo, P.R.  00714","17.974113623","-66.0643541415","(17.974114, -66.064354)"
"3410","CUARTEL DE LA POLICÍA","LAS MARÍAS","MAYAGUEZ","CARR. #120, KM. 0.1, LAS MARÍAS, P.R.","18.2508830833","-66.9888620758","(18.250883, -66.988862)"
"8591","ESCUELA VILLAS RÍO GRANDE","RÍO GRANDE","CAROLINA","Calle 19 Urb. Villas, Río Grande, Río Grande, P.R.","18.3824115329","-65.8385709981","(18.382412, -65.838571)"
"3150","COMANDANCIA DE LA POLICÍA","CAROLINA","CAROLINA","AVE. 65 DE INFANTERÍA, CAROLINA, P.R.","18.3798266958","-65.960941331","(18.379827, -65.960941)"
"8917","ESCUELA SU SANTA OLAYA","BAYAMÓN","BAYAMÓN","Carr. 829 Km. 6.6, Bo. Santa Olaya, Bayamón, P.R.","18.3203919658","-66.1614462833","(18.320392, -66.161446)"
"8117","ESCUELA REXVILLE","BAYAMÓN","BAYAMÓN","Calle 13 Esq. 21, Urb. Rexville, Bayamón, P.R.","18.3711781021","-66.1904889499","(18.371178, -66.190489)"
"8723","ESCUELA ÁNGEL MARTÍNEZ SANDÍN","VEGA BAJA","ARECIBO","Carr. 165 Int. Esq. Calle Julio Otero  # 4, Vega Baja","18.4439498805","-66.3841214681","(18.44395, -66.384121)"
"4010","TRIBUNAL DISTRITO","ADJUNTAS","PONCE","CALLE RODULFO GONZÁLEZ FINAL, AL LADO CUARTEL DE LA POLICÍA, GUAYAMA, P.R.","18.1667187786","-66.7250021667","(18.166719, -66.725002)"
"8471","ESCUELA MANUEL ORTIZ SUYA","MAUNABO","GUAYAMA","Carr. 7762 Km. 3 Bo. Palo Seco, Maunabo,  PR 00707","18.0081907146","-65.9327213253","(18.008191, -65.932721)"
"3130","COMANDANCIA DE LA POLICÍA","CAGUAS","ADMINISTRADOR","AVE. RAFAEL CORDERO #98, INT. JOSÉ VILLARES","18.2363666628","-66.0293501021","(18.236367, -66.02935)"
"2380","CENTRO GUBERNAMENTAL","JUNCOS","HUMACAO","CALLE BASILIA VELÁZQUEZ, JUNCOS, P.R.","18.2312880336","-65.9203526637","(18.231288, -65.920353)"
